RECID=R2017103970000003	阿SIR	āSIR
RECID=R2017103970010484	筑巢引凤	zhùcháoyǐnfènɡ
RECID=R2017103970010486	抓包	zhuābāo
RECID=R2017103970010487	抓人	zhuārén
RECID=R2017103970010488	抓手	zhuāshǒu
RECID=R2017103970010489	爪客	zhuǎkè
RECID=R2017103970010491	拽	zhuǎi
RECID=R2017103970010493	专场	zhuānchǎnɡ
RECID=R2017103970010494	专递	zhuāndì
RECID=R2017103970010495	专访	zhuānfǎnɡ
RECID=R2017103970010496	专家门诊	zhuānjiāménzhěn
RECID=R2017103970010497	专利法	zhuānlìfǎ
RECID=R2017103970010498	专利权	zhuānlìquán
RECID=R2017103970010499	专令	zhuānlìnɡ
RECID=R2017103970010500	专卖	zhuānmài
RECID=R2017103970010501	专属感	zhuānshǔɡǎn
RECID=R2017103970010502	专销	zhuānxiāo
RECID=R2017103970010503	专业街	zhuānyèjiē
RECID=R2017103970010504	专营	zhuānyínɡ
RECID=R2017103970010505	转按	zhuǎn’àn
RECID=R2017103970010506	转差	zhuǎnchà
RECID=R2017103970010507	转存	zhuǎncún
RECID=R2017103970010508	转存族	zhuǎncúnzú
RECID=R2017103970010509	转复	zhuǎnfù
RECID=R2017103970010510	转岗	zhuǎnɡǎnɡ
RECID=R2017103970010511	转港	zhuǎnɡǎnɡ
RECID=R2017103970010512	转轨	zhuǎnɡuǐ
RECID=R2017103970010513	转轨变型	zhuǎnɡuǐbiànxínɡ
RECID=R2017103970010514	转会	zhuǎnhuì
RECID=R2017103970010515	转机	zhuǎnjī
RECID=R2017103970010516	转基因	zhuǎnjīyīn
RECID=R2017103970010517	转基因技术	zhuǎnjīyīnjìshù
RECID=R2017103970010518	转基因食品	zhuǎnjīyīnshípǐn
RECID=R2017103970010519	转企	zhuǎnqǐ
RECID=R2017103970010520	转销	zhuǎnxiāo
RECID=R2017103970010521	转型	zhuǎnxínɡ
RECID=R2017103970010522	转移性消费券	zhuǎnyíxìnɡ xiāo-fèiquàn
RECID=R2017103970010523	转债	zhuǎnzhài
RECID=R2017103970010524	转诊	zhuǎnzhěn
RECID=R2017103970010525	转制	zhuǎnzhì
RECID=R2017103970010527	庄家	zhuānɡjiā
RECID=R2017103970010528	庄托	zhuānɡtuō
RECID=R2017103970010529	装酷	zhuānɡkù
RECID=R2017103970010530	装忙族	zhuānɡmánɡzú
RECID=R2017103970010531	装饰布	zhuānɡshìbù
RECID=R2017103970010532	装贮	zhuānɡzhù
RECID=R2017103970010533	状元秀	zhuànɡyuánxiù
RECID=R2017103970010534	撞车	zhuànɡchē
RECID=R2017103970010535	撞峰	zhuànɡfēnɡ
RECID=R2017103970010536	撞衫	zhuànɡshān
RECID=R2017103970010538	追偿	zhuīchánɡ
RECID=R2017103970010539	追潮族	zhuīcháozú
RECID=R2017103970010540	追车族	zhuīchēzú
RECID=R2017103970010541	追崇	zhuīchónɡ
RECID=R2017103970010542	追导族	zhuīdǎozú
RECID=R2017103970010543	追堵	zhuīdǔ
RECID=R2017103970010544	追访	zhuīfǎnɡ
RECID=R2017103970010545	追风	zhuīfēnɡ
RECID=R2017103970010546	追风时代	zhuīfēnɡshídài
RECID=R2017103970010547	追高	zhuīɡāo
RECID=R2017103970010548	追光	zhuīɡuānɡ
RECID=R2017103970010549	追客	zhuīkè
RECID=R2017103970010550	追款	zhuīkuǎn
RECID=R2017103970010551	追恋	zhuīliàn
RECID=R2017103970010552	追觅	zhuīmì
RECID=R2017103970010553	追慕	zhuīmù
RECID=R2017103970010554	追尾	zhuīwěi
RECID=R2017103970010555	追星	zhuīxīnɡ
RECID=R2017103970010556	追涨	zhuīzhǎnɡ
RECID=R2017103970010557	追踪决策	zhuīzōnɡjuécè
RECID=R2017103970010559	准驾	zhǔnjià
RECID=R2017103970010560	准老族	zhǔnlǎozú
RECID=R2017103970010561	准明星	zhǔnmínɡxīnɡ
RECID=R2017103970010562	准入	zhǔnrù
RECID=R2017103970010564	桌面	zhuōmiàn
RECID=R2017103970010565	桌游族	zhuōyóuzú
RECID=R2017103970010566	浊滞	zhuózhì
RECID=R2017103970010568	咨商	zīshānɡ
RECID=R2017103970010569	资格赛	zīɡésài
RECID=R2017103970010570	资信	zīxìn
RECID=R2017103970010571	资质	zīzhì
RECID=R2017103970010572	滋腻	zīnì
RECID=R2017103970010573	子弹体	zǐdàntǐ
RECID=R2017103970010574	紫蚕岛	Zǐcándǎo
RECID=R2017103970010575	紫砂门	zǐshāmén
RECID=R2017103970010576	自曝	zìbào
RECID=R2017103970010577	自爆	zìbào
RECID=R2017103970010578	自闭症	zìbìzhènɡ
RECID=R2017103970010579	自辩	zìbiàn
RECID=R2017103970010580	自出版	zìchūbǎn
RECID=R2017103970010581	自动翻译	zìdònɡfānyì
RECID=R2017103970010582	自动扶梯	zìdònɡfútī
RECID=R2017103970010583	自动柜员机	zìdònɡɡuìyuánjī
RECID=R2017103970010584	自动应答机	zìdònɡyìnɡdájī
RECID=R2017103970010585	自雇移民	zìɡùyímín
RECID=R2017103970010586	自给族	zìjǐzú
RECID=R2017103970010587	自驾吧	zìjiàbā
RECID=R2017103970010588	自净作用	zìjìnɡzuòyònɡ
RECID=R2017103970010589	自纠	zìjiū
RECID=R2017103970010590	自乐	zìlè
RECID=R2017103970010591	自疗	zìliáo
RECID=R2017103970010592	自剖	zìpōu
RECID=R2017103970010593	自怯	zìqiè
RECID=R2017103970010594	自然保护区	zìránbǎohùqū
RECID=R2017103970010595	自然家庭	zìránjiātínɡ
RECID=R2017103970010596	自然律	zìránlǜ
RECID=R2017103970010597	自然食品	zìránshípǐn
RECID=R2017103970010598	自然语言	zìrányǔyán
RECID=R2017103970010599	自杀炸弹	zìshāzhàdàn
RECID=R2017103970010600	自首式举报	zìshǒushìjǔbào
RECID=R2017103970010601	自选电影	zìxuǎndiànyǐnɡ
RECID=R2017103970010602	自营	zìyínɡ
RECID=R2017103970010603	自由经济区	zìyóujīnɡjìqū
RECID=R2017103970010604	自由贸易区	zìyóumàoyìqū
RECID=R2017103970010605	自由职业者	zìyóuzhíyèzhě
RECID=R2017103970010606	自由撰稿人	zìyóuzhuànɡǎo-rén
RECID=R2017103970010607	自娱	zìyú
RECID=R2017103970010608	自愿型公众人物	zìyuànxínɡɡōnɡzhònɡrénwù
RECID=R2017103970010609	自主知识产权	zìzhǔzhīshichǎn-quán
RECID=R2017103970010610	自助	zìzhù
RECID=R2017103970010611	自助餐	zìzhùcān
RECID=R2017103970010612	自助旅行	zìzhùlǚxínɡ
RECID=R2017103970010613	自助书	zìzhùshū
RECID=R2017103970010614	自助透析	zìzhùtòuxī
RECID=R2017103970010615	自助银行	zìzhùyínhánɡ
RECID=R2017103970010616	自助终端	zìzhùzhōnɡduān
RECID=R2017103970010617	自足式生物农场	zìzúshì shēnɡ-wù nónɡchǎnɡ
RECID=R2017103970010618	字幕族	zìmùzú
RECID=R2017103970010620	综合国力	zōnɡhéɡuólì
RECID=R2017103970010621	综合业务数字网	zōnɡhéyèwùshùzìwǎnɡ
RECID=R2017103970010622	综指	zōnɡzhǐ
RECID=R2017103970010623	综治	zōnɡzhì
RECID=R2017103970010624	总监	zǒnɡjiān
RECID=R2017103970010625	总悬浮颗粒物	zǒnɡxuánfúkē-lìwù
RECID=R2017103970010626	总责	zǒnɡzé
RECID=R2017103970010627	纵比	zònɡbǐ
RECID=R2017103970010628	纵放	zònɡfànɡ
RECID=R2017103970010630	走班	zǒubān
RECID=R2017103970010631	走班族	zǒubānzú
RECID=R2017103970010632	走低	zǒudī
RECID=R2017103970010633	走读	zǒudú
RECID=R2017103970010634	走粉族	zǒufěnzú
RECID=R2017103970010635	走高	zǒuɡāo
RECID=R2017103970010636	走会	zǒuhuì
RECID=R2017103970010637	走牛	zǒuniú
RECID=R2017103970010638	走拍族	zǒupāizú
RECID=R2017103970010639	走强	zǒuqiánɡ
RECID=R2017103970010640	走俏	zǒuqiào
RECID=R2017103970010641	走热	zǒurè
RECID=R2017103970010642	走软	zǒuruǎn
RECID=R2017103970010643	走弱	zǒuruò
RECID=R2017103970010644	走台	zǒutái
RECID=R2017103970010645	走向	zǒuxiànɡ
RECID=R2017103970010646	走熊	zǒuxiónɡ
RECID=R2017103970010647	走穴	zǒuxué
RECID=R2017103970010648	走训	zǒuxùn
RECID=R2017103970010649	走转改	zǒuzhuǎnɡǎi
RECID=R2017103970010651	租盘	zūpán
RECID=R2017103970010652	足部按摩	zúbùànmō
RECID=R2017103970010653	足彩	zúcǎi
RECID=R2017103970010654	足改	zúɡǎi
RECID=R2017103970010655	足记	zújì
RECID=R2017103970010656	足联	Zúlián
RECID=R2017103970010657	足囚协会	zúqiúxiéhuì
RECID=R2017103970010658	足球流氓	zúqiúliúmánɡ
RECID=R2017103970010659	足球先生	zúqiúxiānshenɡ
RECID=R2017103970010660	足坛	zútán
RECID=R2017103970010661	足协	Zúxié
RECID=R2017103970010662	足浴	zúyù
RECID=R2017103970010663	足总	Zúzǒnɡ
RECID=R2017103970010664	族	zú
RECID=R2017103970010665	族邦	zúbānɡ
RECID=R2017103970010666	族际	zújì
RECID=R2017103970010667	族群	zúqún
RECID=R2017103970010668	阻留	zǔliú
RECID=R2017103970010669	阻滞	zǔzhì
RECID=R2017103970010670	组创	zǔchuànɡ
RECID=R2017103970010671	组派	zǔpài
RECID=R2017103970010672	组台	zǔtái
RECID=R2017103970010673	组团	zǔtuán
RECID=R2017103970010674	组委会	zǔwěihuì
RECID=R2017103970010675	组舞	zǔwǔ
RECID=R2017103970010677	钻石婚	zuànshíhūn
RECID=R2017103970010679	最爱	zuì’ài
RECID=R2017103970010680	罪错	zuìcuò
RECID=R2017103970010681	罪嫌	zuìxián
RECID=R2017103970010682	罪行法定	zuìxínɡfǎdìnɡ
RECID=R2017103970010684	尊视	zūnshì
RECID=R2017103970010686	佐餐音乐	zuǒcānyīnyuè
RECID=R2017103970010687	作曲电脑	zuòqǔdiànnǎo
RECID=R2017103970010688	作为	zuòwéi
RECID=R2017103970010689	作秀	zuòxiù
RECID=R2017103970010690	坐波监	zuòbōjiān
RECID=R2017103970010691	坐骑	zuòqí
RECID=R2017103970010692	坐式排球	zuòshìpáiqiú
RECID=R2017103970010693	坐浴	zuòyù
RECID=R2017103970010694	坐诊	zuòzhěn
RECID=R2017103970010695	坐庄	zuòzhuānɡ
RECID=R2017103970010696	座舱区	zuòcānɡqū
RECID=R2017103970010697	座驾	zuòjià
RECID=R2017103970010698	做局	zuòjú
RECID=R2017103970010699	做票	zuòpiào
RECID=R2017103970010700	做秀	zuòxiù
RECID=R2017103970010702	10后	10 hòu
RECID=R2017103970010703	12110	
RECID=R2017103970010704	211工程	211 gōngchéng
RECID=R2017103970010705	286	
RECID=R2017103970010706	2D	
RECID=R2017103970010707	2000年问题	
RECID=R2017103970010708	360体	〈名〉360 tǐ
RECID=R2017103970010709	37°女	37°nǚ
RECID=R2017103970010710	3+1	
RECID=R2017103970010711	3+2	
RECID=R2017103970010712	3+X	
RECID=R2017103970010713	3B法则	3B fǎzé
RECID=R2017103970010714	3C	
RECID=R2017103970010715	3C认证制度	3C rènzhèng zhìdù
RECID=R2017103970010716	3D	
RECID=R2017103970010717	3D报纸	3D bàozhǐ
RECID=R2017103970010718	3D空调	3D kōnɡtiáo
RECID=R2017103970010719	3G	
RECID=R2017103970010720	3G城管	3G chéngguǎn
RECID=R2017103970010721	3G手机	3G shǒujī
RECID=R2017103970010722	3Q宝宝	
RECID=R2017103970010723	3S	
RECID=R2017103970010724	4D报纸	4D bàozhǐ
RECID=R2017103970010725	4G手机	4G shǒujī
RECID=R2017103970010726	4S	
RECID=R2017103970010727	59岁现象	59 suì xiànxiàng
RECID=R2017103970010728	9·11综合征	
RECID=R2017103970010729	@一代	@ yīdài
RECID=R2017103970010730	AA制	AA zhì
RECID=R2017103970010731	ABC	
RECID=R2017103970010732	AB角	AB jiǎo
RECID=R2017103970010733	AB制	AB zhì
RECID=R2017103970010734	AIDS	
RECID=R2017103970010735	AK团	AK tuán
RECID=R2017103970010736	APEC	
RECID=R2017103970010737	API	
RECID=R2017103970010738	AQ	
RECID=R2017103970010739	ASP	
RECID=R2017103970010740	ATM	
RECID=R2017103970010741	ATV	
RECID=R2017103970010742	A股	A gǔ
RECID=R2017103970010743	A级股票	A jí gǔpiào
RECID=R2017103970010744	B to B	
RECID=R2017103970010745	B to C	
RECID=R2017103970010746	B2B	
RECID=R2017103970010747	B2C	
RECID=R2017103970010748	BB	
RECID=R2017103970010749	BBC	
RECID=R2017103970010750	BBS	
RECID=R2017103970010751	BB仔	BB zǎi
RECID=R2017103970010752	BEC	
RECID=R2017103970010753	BLOGS	
RECID=R2017103970010754	BMW族	BMW zú
RECID=R2017103970010755	BOBOS	
RECID=R2017103970010756	BOBO族	BOBO zú
RECID=R2017103970010757	BSD	
RECID=R2017103970010758	B超	B chāo
RECID=R2017103970010759	B股	B gǔ
RECID=R2017103970010760	B级股票	
RECID=R2017103970010761	C to C	
RECID=R2017103970010762	C2C	
RECID=R2017103970010763	CA	
RECID=R2017103970010764	CAD	
RECID=R2017103970010765	CAI	
RECID=R2017103970010766	CAL	
RECID=R2017103970010767	CAM	
RECID=R2017103970010768	CAO	
RECID=R2017103970010769	CAT	
RECID=R2017103970010770	CATV	
RECID=R2017103970010771	CBA	
RECID=R2017103970010772	CBD	
RECID=R2017103970010773	CBO	
RECID=R2017103970010774	CCC	
RECID=R2017103970010775	CCO	
RECID=R2017103970010776	CCSTV	
RECID=R2017103970010777	CCTV	
RECID=R2017103970010778	CC族	CC zú
RECID=R2017103970010779	CD	
RECID=R2017103970010780	CD-DA	
RECID=R2017103970010781	CDI	
RECID=R2017103970010782	CDMB	
RECID=R2017103970010783	CDO	
RECID=R2017103970010784	CD-R	
RECID=R2017103970010785	CD-ROM	
RECID=R2017103970010786	CD-RW	
RECID=R2017103970010787	CD机	CD jī
RECID=R2017103970010788	CEMS	
RECID=R2017103970010789	CEO	
RECID=R2017103970010790	CET	
RECID=R2017103970010791	CETV	
RECID=R2017103970010792	CFO	
RECID=R2017103970010793	CFS	
RECID=R2017103970010794	CF卡	CF kǎ
RECID=R2017103970010795	CGO	
RECID=R2017103970010796	CHO	
RECID=R2017103970010797	CHSSCI	
RECID=R2017103970010798	CI	
RECID=R2017103970010799	CIA	
RECID=R2017103970010800	CIO	
RECID=R2017103970010801	CIP	
RECID=R2017103970010802	CIS	
RECID=R2017103970010803	CITS	
RECID=R2017103970010804	CJK	
RECID=R2017103970010805	CKO	
RECID=R2017103970010806	CLO	
RECID=R2017103970010807	CMO	
RECID=R2017103970010808	CNBA	
RECID=R2017103970010809	CNN	
RECID=R2017103970010810	CNO	
RECID=R2017103970010811	COO	
RECID=R2017103970010812	CPA	
RECID=R2017103970010813	CPM	
RECID=R2017103970010814	CPO	
RECID=R2017103970010815	CPU	
RECID=R2017103970010816	CQ	
RECID=R2017103970010817	CQO	
RECID=R2017103970010818	CRO	
RECID=R2017103970010819	CR法规	CR fǎguī
RECID=R2017103970010820	CSO	
RECID=R2017103970010821	CSSCI	
RECID=R2017103970010822	CT	
RECID=R2017103970010823	CTAIS	
RECID=R2017103970010824	CTO	
RECID=R2017103970010825	CT机	CT jī
RECID=R2017103970010826	CUBA	
RECID=R2017103970010827	CUO	
RECID=R2017103970010828	CVC	
RECID=R2017103970010829	CVD	
RECID=R2017103970010830	CVO	
RECID=R2017103970010831	CWO	
RECID=R2017103970010832	CXO	
RECID=R2017103970010833	CYO	
RECID=R2017103970010834	CZO	
RECID=R2017103970010835	C股	C gǔ
RECID=R2017103970010836	DDD	
RECID=R2017103970010837	DDN	
RECID=R2017103970010838	DIY	
RECID=R2017103970010839	DJ	
RECID=R2017103970010840	DNA	
RECID=R2017103970010841	DNA喷雾	DNA pēnwù
RECID=R2017103970010842	DNA指纹	DNA zhǐwén
RECID=R2017103970010843	Do都城	Do dūchéng
RECID=R2017103970010844	DOS	
RECID=R2017103970010845	DRM	
RECID=R2017103970010846	DSL	
RECID=R2017103970010847	DTV	
RECID=R2017103970010848	DVD	
RECID=R2017103970010849	DVD-ROM	
RECID=R2017103970010850	D字头	D zìtóu
RECID=R2017103970010851	D字头列车	D zìtóu lièchē
RECID=R2017103970010852	E-BANK	
RECID=R2017103970010853	E-Book	
RECID=R2017103970010854	E-BUSINESS	
RECID=R2017103970010855	E-COMMERCE	
RECID=R2017103970010856	ECFA	
RECID=R2017103970010857	ECT	
RECID=R2017103970010858	EDI	
RECID=R2017103970010859	EEG	
RECID=R2017103970010860	E-HOME	
RECID=R2017103970010861	E-mail	
RECID=R2017103970010862	EMBA	
RECID=R2017103970010863	Emo族	Emo zú
RECID=R2017103970010864	Emo一族	Emo yīzú
RECID=R2017103970010865	EMS	
RECID=R2017103970010866	EPT	
RECID=R2017103970010867	EQ	
RECID=R2017103970010868	E-SHOP	
RECID=R2017103970010869	EVD	
RECID=R2017103970010870	E爸妈	E bàmā
RECID=R2017103970010871	e毒	e dú
RECID=R2017103970010872	E化	E huà
RECID=R2017103970010873	E家庭	E jiātíng
RECID=R2017103970010874	E卡	E kǎ
RECID=R2017103970010875	E两会	E liǎnghuì
RECID=R2017103970010876	E人类	E rénlèi
RECID=R2017103970010877	E时代	E shídài
RECID=R2017103970010878	E网	E wǎng
RECID=R2017103970010879	E文	E wén
RECID=R2017103970010880	e云	e yún
RECID=R2017103970010881	e摘客	e zhāikè
RECID=R2017103970010882	FA	
RECID=R2017103970010883	FAX	
RECID=R2017103970010884	FDA	
RECID=R2017103970010885	FTO基因	FTO jīyīn
RECID=R2017103970010886	GATT	
RECID=R2017103970010887	GBK	国家标准扩展码。[汉语拼音 guójiā biāozhǔn kuòzhǎn-mǎ
RECID=R2017103970010888	GCT.ME	
RECID=R2017103970010889	GDP	
RECID=R2017103970010890	GIS	
RECID=R2017103970010891	GMDSS	
RECID=R2017103970010892	GNP	
RECID=R2017103970010893	GPS	
RECID=R2017103970010894	GQ	
RECID=R2017103970010895	GRE	
RECID=R2017103970010896	GSM	
RECID=R2017103970010897	G字头	G zìtóu
RECID=R2017103970010898	G族	G zú
RECID=R2017103970010899	HA	
RECID=R2017103970010900	HDD	
RECID=R2017103970010901	HDTV	
RECID=R2017103970010902	HGP	
RECID=R2017103970010903	HI-END	
RECID=R2017103970010904	HI-FI	
RECID=R2017103970010905	HipHop	
RECID=R2017103970010906	HIV	
RECID=R2017103970010907	hold住	hold zhù
RECID=R2017103970010908	hold住体	hold zhù tǐ
RECID=R2017103970010909	HSK	
RECID=R2017103970010910	H股	H gǔ
RECID=R2017103970010911	H阶层	
RECID=R2017103970010912	IAD少年	IAD shàonián
RECID=R2017103970010913	IAD痛苦	IAD tòngkǔ
RECID=R2017103970010914	IBM	
RECID=R2017103970010915	IC	
RECID=R2017103970010916	ICP	
RECID=R2017103970010917	ICQ	
RECID=R2017103970010918	ICU	
RECID=R2017103970010919	ID	
RECID=R2017103970010920	IDC	
RECID=R2017103970010921	IDD	
RECID=R2017103970010922	IF	
RECID=R2017103970010923	IMBA	
RECID=R2017103970010924	IMF	
RECID=R2017103970010925	IMS	
RECID=R2017103970010926	IN	
RECID=R2017103970010927	IN词	in cí
RECID=R2017103970010928	Internet	
RECID=R2017103970010929	IOC	
RECID=R2017103970010930	iPad手	iPad shǒu
RECID=R2017103970010931	IP地址	IP dìzhǐ
RECID=R2017103970010932	IP电话	IP diànhuà
RECID=R2017103970010933	IP卡	IP kǎ
RECID=R2017103970010934	IQ	
RECID=R2017103970010935	IRC	
RECID=R2017103970010936	ISDN	
RECID=R2017103970010937	ISO	
RECID=R2017103970010938	ISP	
RECID=R2017103970010939	IT	
RECID=R2017103970010940	ITO	
RECID=R2017103970010941	IT头	IT tóu
RECID=R2017103970010942	ITS	
RECID=R2017103970010943	ITU	
RECID=R2017103970010944	ITV	
RECID=R2017103970010945	JF	纪念邮资封。[汉语拼音 jìniàn yóuzīfēng
RECID=R2017103970010946	JP	纪念邮资片。[汉语拼音 jìniàn yóuzīpiàn
RECID=R2017103970010947	KGB	
RECID=R2017103970010948	KO	
RECID=R2017103970010949	KTV	
RECID=R2017103970010950	KTV包房	KTV bāofáng
RECID=R2017103970010951	K房	K fáng
RECID=R2017103970010952	K客吧	K kèbā
RECID=R2017103970010953	K线	K xiàn
RECID=R2017103970010954	L	
RECID=R2017103970010955	LD	
RECID=R2017103970010956	LQ	
RECID=R2017103970010957	LTV	
RECID=R2017103970010958	M	
RECID=R2017103970010959	MAN	
RECID=R2017103970010960	MB	
RECID=R2017103970010961	MBA	
RECID=R2017103970010962	MD	
RECID=R2017103970010963	MIME	
RECID=R2017103970010964	MIS	
RECID=R2017103970010965	MMS	
RECID=R2017103970010966	MODEM	
RECID=R2017103970010967	MP3	
RECID=R2017103970010968	MP4	
RECID=R2017103970010969	MPA	
RECID=R2017103970010970	MPC	
RECID=R2017103970010971	MQ	
RECID=R2017103970010972	MSN	
RECID=R2017103970010973	MTV	
RECID=R2017103970010974	MUD	
RECID=R2017103970010975	M型社会	M xíng shèhuì
RECID=R2017103970010976	NASDAQ	
RECID=R2017103970010977	NATO	
RECID=R2017103970010978	NBA	
RECID=R2017103970010979	NBC	
RECID=R2017103970010980	NC	
RECID=R2017103970010981	ND	
RECID=R2017103970010982	NG	
RECID=R2017103970010983	NGO	
RECID=R2017103970010984	NHK	
RECID=R2017103970010985	NMD	
RECID=R2017103970010986	N股	N gǔ
RECID=R2017103970010987	N婚	N hūn
RECID=R2017103970010988	OA	
RECID=R2017103970010989	OCR	
RECID=R2017103970010990	OEM	
RECID=R2017103970010991	OM竞赛	OM jìngsài
RECID=R2017103970010992	OPEC	
RECID=R2017103970010993	OS	
RECID=R2017103970010994	OTC	
RECID=R2017103970010995	OTC市场	OTC shìchǎng
RECID=R2017103970010996	OUT	
RECID=R2017103970010997	P2P	
RECID=R2017103970010998	PAN	
RECID=R2017103970010999	PC	
RECID=R2017103970011000	PDA	
RECID=R2017103970011001	PDC	
RECID=R2017103970011002	PE腐败	PE fǔbài
RECID=R2017103970011003	Phone时代	Phone shídài
RECID=R2017103970011004	PIA	
RECID=R2017103970011005	PNTR	
RECID=R2017103970011006	POS机	POS jī
RECID=R2017103970011007	PPP	
RECID=R2017103970011008	PPSM-GT	
RECID=R2017103970011009	PPS平台	PPS píngtái
RECID=R2017103970011010	PSC	
RECID=R2017103970011011	PSTN	
RECID=R2017103970011012	PT	
RECID=R2017103970011013	PTV	
RECID=R2017103970011014	PU	
RECID=R2017103970011015	Q	
RECID=R2017103970011016	QC	
RECID=R2017103970011017	QQ	
RECID=R2017103970011018	QQ法庭	QQ fǎtínɡ
RECID=R2017103970011019	QQ隐身族	QQ yǐnshēnzú
RECID=R2017103970011020	Q币	Q bì
RECID=R2017103970011021	R&D	
RECID=R2017103970011022	RAM	
RECID=R2017103970011023	RMB	人民币。[汉语拼音 rén mínbì
RECID=R2017103970011024	RNA	
RECID=R2017103970011025	ROM	
RECID=R2017103970011026	S	
RECID=R2017103970011027	SARS	
RECID=R2017103970011028	SCI	
RECID=R2017103970011029	SDTV	
RECID=R2017103970011030	SET	
RECID=R2017103970011031	SIM卡	SIM kǎ
RECID=R2017103970011032	SOHO	
RECID=R2017103970011033	SOHO一族	SOHO yīzú
RECID=R2017103970011034	SOS	
RECID=R2017103970011035	SOS儿童村	SOS értóngcūn
RECID=R2017103970011036	SSCI	
RECID=R2017103970011037	ST	
RECID=R2017103970011038	STD	
RECID=R2017103970011039	STK卡	STK kǎ
RECID=R2017103970011040	S股	S gǔ
RECID=R2017103970011041	TA时代	TA shídài
RECID=R2017103970011042	Tel	
RECID=R2017103970011043	TGC	
RECID=R2017103970011044	THG	
RECID=R2017103970011045	TMD	
RECID=R2017103970011046	TOEFL	
RECID=R2017103970011047	TSE	
RECID=R2017103970011048	TT型人才	TTxíng réncái
RECID=R2017103970011049	TV	
RECID=R2017103970011050	TVB体	TVB tǐ
RECID=R2017103970011051	T型人才	T xíng réncái
RECID=R2017103970011052	T型台	T xíngtái
RECID=R2017103970011053	T恤	T xù
RECID=R2017103970011054	T恤衫	T xùshān
RECID=R2017103970011055	T族	T zú
RECID=R2017103970011056	UFO	
RECID=R2017103970011057	UNDP	
RECID=R2017103970011058	UNESCO	
RECID=R2017103970011059	UTA指数	UTA zhǐshù
RECID=R2017103970011060	U盘	U pán
RECID=R2017103970011061	U盘寄生虫	U pán jìshēngchóng
RECID=R2017103970011062	U势界	U shìjiè
RECID=R2017103970011063	V博	V bó
RECID=R2017103970011064	VC	
RECID=R2017103970011065	VCD	
RECID=R2017103970011066	VDR	
RECID=R2017103970011067	VIP	
RECID=R2017103970011068	VIP卡	VIP kǎ
RECID=R2017103970011069	VOD	
RECID=R2017103970011070	VR技术	VR jìshù
RECID=R2017103970011071	VS	
RECID=R2017103970011072	WAN	
RECID=R2017103970011073	WAP	
RECID=R2017103970011074	WHO	
RECID=R2017103970011075	WPS	
RECID=R2017103970011076	WSK	
RECID=R2017103970011077	WTO	
RECID=R2017103970011078	WWW	
RECID=R2017103970011079	W世代	W shìdài
RECID=R2017103970011080	X一代	X yīdài
RECID=R2017103970011081	XO	
RECID=R2017103970011082	XXL	
RECID=R2017103970011083	Y型	Y xíng
RECID=R2017103970011084	Y一代	Y yīdài
RECID=R2017103970011085	Π型人才	Π xíng réncái
RECID=R2017103970011088	爱姬	
RECID=R2017103970011089	爱闪族	
RECID=R2017103970011090	安其	
RECID=R2017103970011091	芭乐	
RECID=R2017103970011092	吧嗒	
RECID=R2017103970011093	白板	
RECID=R2017103970011094	白菜	
RECID=R2017103970011095	白客	
RECID=R2017103970011096	白萝卜	
RECID=R2017103970011097	班主	
RECID=R2017103970011098	斑猪	
RECID=R2017103970011099	斑竹	
RECID=R2017103970011100	搬砖	
RECID=R2017103970011101	板	
RECID=R2017103970011102	板斧	
RECID=R2017103970011103	板砖	
RECID=R2017103970011104	版副	
RECID=R2017103970011105	版猪	
RECID=R2017103970011106	版竹	
RECID=R2017103970011107	暴	
RECID=R2017103970011108	笨三	
RECID=R2017103970011109	不错	
RECID=R2017103970011110	惨	
RECID=R2017103970011111	查杀	
RECID=R2017103970011112	差着等级	
RECID=R2017103970011113	超级双频	
RECID=R2017103970011114	炒帝国	
RECID=R2017103970011115	炒机	
RECID=R2017103970011116	炒网吧	
RECID=R2017103970011117	炽热狂卖	
RECID=R2017103970011118	重套	
RECID=R2017103970011119	闯关族	
RECID=R2017103970011120	瓷器	
RECID=R2017103970011121	磁器	
RECID=R2017103970011122	大阿姐	
RECID=R2017103970011123	大虫	
RECID=R2017103970011124	大窗口	
RECID=R2017103970011125	大点化	
RECID=R2017103970011126	大房子	
RECID=R2017103970011127	大林	
RECID=R2017103970011128	大片子	
RECID=R2017103970011129	大卫	
RECID=R2017103970011130	大虾	
RECID=R2017103970011131	大侠	
RECID=R2017103970011132	袋鼠族	
RECID=R2017103970011133	单点	
RECID=R2017103970011134	单飞	
RECID=R2017103970011135	蛋白质	
RECID=R2017103970011136	当	
RECID=R2017103970011137	当机	
RECID=R2017103970011138	宕机	
RECID=R2017103970011139	稻糠亩	
RECID=R2017103970011140	稻糠姆	
RECID=R2017103970011141	点券	
RECID=R2017103970011142	点心局	
RECID=R2017103970011143	点选	
RECID=R2017103970011144	跌股	
RECID=R2017103970011145	东东	
RECID=R2017103970011146	东方不败	
RECID=R2017103970011147	冬瓜	
RECID=R2017103970011148	动漫	
RECID=R2017103970011149	恶	
RECID=R2017103970011150	耳	
RECID=R2017103970011151	发电	
RECID=R2017103970011152	飞虫	
RECID=R2017103970011153	粉发涂强	
RECID=R2017103970011154	盖了面积	
RECID=R2017103970011155	高	
RECID=R2017103970011156	鸽子	
RECID=R2017103970011157	隔壁	
RECID=R2017103970011158	个个	
